Company,TypeName,Inches,Weight,screen_resolution,display_type,processor_speed,processor_brand,processor_type,ssd_storage,hdd_storage,flash_storage,ram,os,Price
Chuwi,Notebook,15.6,1.89,1920x1080,Full HD,1.44,Intel, Atom x5-Z8300,0,0,64,4,windows,13053.0672
Asus,Notebook,14,1.65,1366x768,HD,1.5,AMD, E-Series E2-6110,0,0,32,2,windows,10602.72
HP,Notebook,17.3,2.71,1920x1080,Full HD,2.5,AMD, A6-Series 9220,0,500,0,4,windows,23389.92
Dell,Ultrabook,13.3,1.2,3200x1800,Quad HD,1.8,Intel, Core i7 8550U,512,0,0,16,windows,99580.32
Apple,Ultrabook,13.3,1.35,1440x900,HD,1.6,Intel, Core i5,0,0,256,8,mac,53173.44
Lenovo,Notebook,14,1.44,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,0,64,4,windows,13266.72
Acer,Notebook,15.6,2.1,1366x768,HD,2.7,Intel, Core i3 7130U,0,1TB,0,4,linux,19553.76
Dell,Notebook,17.3,2.8,1920x1080,Full HD,1.6,Intel, Core i5 8250U,128,1TB,0,8,windows,52161.12
HP,Notebook,15.6,1.86,1366x768,HD,2.5,Intel, Core i5 7200U,0,1TB,0,4,windows,26037.4032
HP,Notebook,15.6,2.1,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,46833.12
Asus,Notebook,15.6,2,1920x1080,Full HD,2,Intel, Core i3 6006U,0,1TB,0,4,linux,20725.92
Dell,Gaming,15.6,2.65,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1TB,0,16,windows,79866.72
Asus,Notebook,15.6,2.3,1366x768,HD,2.5,Intel, Core i5 7200U,0,1TB,0,8,linux,27864.9072
Acer,Notebook,15.6,2.2,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,4,windows,36336.96
Dell,2 in 1 Convertible,17.3,2.77,1920x1080,Full HD,1.6,Intel, Core i5 8250U,0,1TB,0,12,windows,53226.72
Apple,Ultrabook,13.3,1.37,2560x1600,Quad HD,2.0,Intel, Core i5,256,0,0,8,macos,75604.32
Asus,Gaming,17.3,3.2,1920x1080,Full HD,3,AMD, Ryzen 1700,256,1TB,0,8,windows,69210.72
Dell,Notebook,15.6,2.3,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,4,windows,34045.92
Asus,Notebook,17.3,2.8,1366x768,HD,1.1,Intel, Pentium Quad Core N4200,0,1TB,0,4,windows,24828.48
Acer,Notebook,15.6,2.2,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,44808.48
HP,Notebook,15.6,1.86,1920x1080,Full HD,2.5,AMD, A6-Series 9220,256,0,0,4,windows,21231.5472
HP,Notebook,13.3,1.49,1920x1080,Full HD,1.8,Intel, Core i7 8550U,512,0,0,8,windows,58767.84
Acer,Notebook,15.6,2.4,1366x768,HD,2.4,Intel, Core i3 7100U,0,1TB,0,4,windows,20459.52
Dell,Notebook,15.6,2.13,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,40908.384
HP,Notebook,15.6,1.91,1920x1080,Full HD,2,Intel, Core i3 6006U,128,0,0,4,windows,23389.92
Asus,Notebook,15.6,2,1366x768,HD,2.5,Intel, Core i5 7200U,256,0,0,4,windows,31232.2032
MSI,Gaming,17.3,2.43,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,2TB,0,16,windows,130482.72
Asus,Notebook,15.6,2,1920x1080,Full HD,2,Intel, Core i3 6006U,256,0,0,4,linux,22111.2
Dell,Notebook,17.3,2.8,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,2TB,0,16,windows,69210.72
Dell,Ultrabook,14,1.7,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,46833.12
Lenovo,Notebook,14,1.7,1920x1080,Full HD,2.7,Intel, Core i3 7130U,256,0,0,8,no,31914.72
Asus,Notebook,14,1.4,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,50136.48
HP,Notebook,15.6,1.86,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,36763.2
Asus,Ultrabook,15.6,1.8,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,0,0,16,windows,105654.24
HP,Notebook,15.6,1.86,1366x768,HD,2,Intel, Core i3 6006U,0,500,0,4,windows,23373.4032
HP,Notebook,14,1.44,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,32,0,0,4,windows,12201.12
Lenovo,Notebook,15.6,1.9,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1TB,0,4,windows,29250.72
Asus,Gaming,17.3,3,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1TB,0,12,linux,50562.72
Microsoft,Ultrabook,13.5,1.252,2256x1504,Full HD,2.5,Intel, Core i5 7200U,128,0,0,4,windows,58021.92
Dell,Ultrabook,13.3,1.4,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,50882.4
Dell,Notebook,15.6,2.2,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,46353.6
MSI,Gaming,17.3,2.7,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,128,1TB,0,8,windows,58341.6
Acer,Notebook,14,2.1,1366x768,HD,2,Intel, Core i3 6006U,0,1TB,0,8,windows,20725.92
Asus,Gaming,15.6,2.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1TB,0,8,windows,50562.72
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,2TB,0,8,no,27652.32
Dell,Notebook,15.6,2.02,1920x1080,Full HD,1.8,Intel, Core i7 8550U,128,1TB,0,8,windows,45554.4
Acer,Notebook,15.6,2.2,1920x1080,Full HD,2.7,Intel, Core i3 7130U,0,1TB,0,4,windows,28238.4
HP,Notebook,17.3,2.5,1920x1080,Full HD,1.6,Intel, Core i5 8250U,128,1TB,0,8,windows,52054.56
Dell,Ultrabook,15.6,1.88,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,58403.4048
Apple,Ultrabook,12,0.92,2304x1440,Full HD,1.3,Intel, Core i5,512,0,0,8,macos,80452.8
HP,Notebook,14,1.63,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,45820.8
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.5,AMD, A6-Series 9220,128,0,0,4,windows,21258.72
Acer,Notebook,15.6,2.1,1366x768,HD,3,AMD, A9-Series 9420,0,1TB,0,4,windows,21045.6
Dell,Gaming,15.6,2.65,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1TB,0,16,windows,71874.72
HP,Ultrabook,15.6,1.83,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,37242.72
HP,Notebook,15.6,1.96,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,31914.1872
Asus,Gaming,15.6,2.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1TB,0,16,windows,77202.72
Dell,Ultrabook,13.3,1.21,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,87858.72
Asus,Gaming,15.6,2.45,1920x1080,Full HD,3,AMD, FX 9830P,0,1TB,0,8,windows,37242.72
Acer,Notebook,15.6,2.2,1920x1080,Full HD,1.8,Intel, Core i7 8550U,0,1TB,0,4,windows,36709.92
HP,Notebook,13.3,1.49,1920x1080,Full HD,1.8,Intel, Core i7 8550U,512,0,0,16,windows,63776.16
Dell,Gaming,15.6,2.65,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,256,0,0,8,windows,63669.6
Asus,Ultrabook,14,1.25,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,55890.72
Acer,2 in 1 Convertible,13.3,1.5,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,45128.16
Dell,Notebook,15.6,2.2,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1TB,0,8,linux,31962.672
Dell,Notebook,15.6,2.2,1920x1080,Full HD,2,Intel, Core i3 6006U,256,0,0,4,linux,25840.8
Asus,Notebook,15.6,2,1920x1080,Full HD,2.4,Intel, Core i3 7100U,256,0,0,6,windows,30742.56
HP,Gaming,15.6,2.62,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1TB,0,12,windows,66546.72
HP,Notebook,15.6,1.91,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,38308.32
HP,Notebook,15.6,2.1,1920x1080,Full HD,1.5,AMD, E-Series E2-9000e,0,500,0,4,windows,18594.72
Dell,Notebook,15.6,2.2,1920x1080,Full HD,1.6,Intel, Core i5 8250U,0,1TB,0,8,linux,34472.16
HP,Ultrabook,13.3,1.38,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,59620.32
Microsoft,Ultrabook,13.5,1.252,2256x1504,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,71395.2
HP,Notebook,14,1.58,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,6,windows,35111.52
Lenovo,Notebook,15.6,1.85,1920x1080,Full HD,2,Intel, Core i3 6006U,0,1TB,0,4,windows,22105.872
Asus,Ultrabook,14,1.3,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,63563.04
MSI,Gaming,15.6,2.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1TB,0,16,windows,69210.72
Lenovo,Notebook,14,1.58,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,78854.4
Asus,Ultrabook,15.6,1.5,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,1TB,0,16,windows,67239.36
Dell,Ultrabook,13.3,1.23,3200x1800,Quad HD,2.4,Intel, Core i7 7560U,256,0,0,8,windows,73473.12
Lenovo,2 in 1 Convertible,13.3,1.37,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,74538.72
HP,Notebook,14,1.63,1366x768,HD,1.6,Intel, Core i5 8250U,0,500,0,4,windows,38468.16
Dell,Ultrabook,13.3,1.21,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,86793.12
HP,Notebook,14,1.63,1920x1080,Full HD,1.8,Intel, Core i7 8550U,512,0,0,8,windows,57755.52
Dell,Notebook,15.6,2.16,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,1TB,0,8,windows,60223.9824
Asus,Notebook,17.3,2,1920x1080,Full HD,2,Intel, Core i3 6006U,0,1TB,0,4,windows,30049.92
Asus,Notebook,15.6,1.7,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,59567.04
Acer,Notebook,15.6,2.1,1920x1080,Full HD,2.4,Intel, Core i3 7100U,0,1TB,0,6,windows,25521.12
MSI,Gaming,15.6,1.8,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,2TB,0,16,windows,119427.12
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,no,33513.12
HP,Notebook,17.3,2.5,1920x1080,Full HD,1.8,Intel, Core i7 8550U,512,0,0,16,windows,67718.88
Acer,Notebook,15.6,2.1,1366x768,HD,3,AMD, A9-Series 9420,256,0,0,4,windows,24029.28
HP,Notebook,14,1.63,1920x1080,Full HD,1.6,Intel, Core i5 8250U,0,1TB,0,8,windows,43263.36
Asus,Notebook,14,1.65,1366x768,HD,1.5,AMD, E-Series 6110,64,0,0,4,windows,14811.3072
Dell,Notebook,17.3,2.8,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,2TB,0,16,windows,74378.88
HP,Notebook,17.3,2.5,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,49443.84
Dell,Notebook,15.6,2.36,1366x768,HD,2.5,Intel, Core i5 7200U,0,1TB,0,8,windows,34045.3872
Dell,Notebook,15.6,2.2,1920x1080,Full HD,2,Intel, Core i3 6006U,0,1TB,0,4,windows,23922.72
Acer,Ultrabook,14,1.6,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,47099.52
Acer,Notebook,15.6,2.1,1920x1080,Full HD,2.7,Intel, Core i3 7130U,256,0,0,4,windows,30476.16
HP,Notebook,15.6,2.05,1366x768,HD,2.7,Intel, Core i7 7500U,0,1TB,0,8,windows,31861.44
HP,Notebook,14,1.63,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,52640.64
Lenovo,Notebook,15.6,1.9,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,1TB,0,4,no,13445.7408
Asus,Gaming,17.3,3,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,128,1TB,0,8,windows,49976.64
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1TB,0,4,no,26586.72
HP,Notebook,13.3,1.32,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,4,windows,37242.72
Acer,Notebook,17.3,3,1920x1080,Full HD,2.7,Intel, Core i3 7130U,0,1TB,0,4,windows,34898.4
Lenovo,Notebook,14,1.75,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,59461.5456
Lenovo,Gaming,15.6,2.4,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,no,46300.32
Toshiba,Notebook,15.6,2.1,1366x768,HD,2.3,Intel, Core i5 6200U,0,500,0,4,windows,32074.56
HP,Notebook,15.6,1.86,1366x768,HD,2.5,AMD, A6-Series 9220,256,0,0,4,windows,19660.32
Asus,Ultrabook,14,1.25,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,58554.72
HP,Ultrabook,12.5,0.97,3840x2160,4K,1.2,Intel, Core M 6Y75,512,0,0,8,windows,107305.92
Asus,Notebook,15.6,2,1920x1080,Full HD,1.1,Intel, Celeron Dual Core N3350,0,1TB,0,4,windows,18328.32
Acer,Notebook,15.6,2.1,1366x768,HD,2,Intel, Core i3 6006U,0,1TB,0,4,windows,23816.16
Dell,Gaming,15.6,2.56,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,0,0,16,windows,66560.5728
Dell,Gaming,15.6,2.62,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,0,0,8,windows,47898.72
Lenovo,Notebook,15.6,1.9,1366x768,HD,2.5,Intel, Core i5 7200U,128,0,0,4,windows,26533.44
MSI,Gaming,17.3,2.8,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1TB,0,16,windows,100699.2
HP,Ultrabook,14,1.48,1920x1080,Full HD,2.7,Intel, Core i5 7500U,256,0,0,4,windows,57648.96
HP,Notebook,15.6,1.91,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,6,windows,32980.32
Lenovo,2 in 1 Convertible,14,1.74,1920x1080,Full HD,2.4,Intel, Core i3 7100U,256,0,0,4,windows,33513.12
Asus,2 in 1 Convertible,13.3,1.1,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,70063.2
Dell,2 in 1 Convertible,15.6,1.56,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,55890.72
Toshiba,Notebook,15.6,2.1,1366x768,HD,2.2,Intel, Core i3 6006U,0,500,0,4,windows,23816.16
Asus,Notebook,15.6,2.03,1366x768,HD,3,AMD, A9-Series 9420,0,1TB,0,4,windows,21471.84
Acer,Notebook,17.3,3,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,4,windows,42890.4
Dell,Notebook,15.6,2.13,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,38787.84
Lenovo,Gaming,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,16,windows,57489.12
Acer,Notebook,15.6,2.1,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,1TB,0,4,windows,18541.44
MSI,Gaming,15.6,2.4,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1TB,0,16,windows,95850.72
Acer,Notebook,15.6,2.1,1366x768,HD,1.1,Intel, Pentium Quad Core N4200,0,1TB,0,4,windows,19367.8128
Dell,Gaming,15.6,2.56,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1TB,0,8,windows,56502.9072
Acer,Notebook,17.3,3,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,45501.12
HP,Notebook,13.3,1.49,1920x1080,Full HD,1.6,Intel, Core i5 8250U,0,500,0,4,windows,40173.12
Huawei,Ultrabook,13,1.05,2160x1440,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,71874.72
HP,Notebook,17.3,2.71,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,2TB,0,6,windows,37242.72
Lenovo,Notebook,15.6,2.2,1366x768,HD,2.9,AMD, A6-Series 9220,0,500,0,4,no,16463.52
Toshiba,Notebook,15.6,1.39,1366x768,HD,2.4,Intel, Core i3 7100U,0,500,0,4,windows,26053.92
HP,Notebook,17.3,2.5,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,49177.44
Dell,Notebook,15.6,2.3,1366x768,HD,2.4,Intel, Core i3 7100U,0,1TB,0,8,windows,24455.52
Acer,Notebook,15.6,2.1,1366x768,HD,2,Intel, Core i3 6006U,128,0,0,4,windows,23922.72
MSI,Gaming,18.4,4.4,1920x1080,Full HD,2.9,Intel, Core i7 6920HQ,512,1TB,0,32,windows,149130.72
Lenovo,Notebook,15.6,1.90,1920x1080,Full HD,2.5,Intel, Core i5 7200U,128,1TB,0,8,windows,43316.64
HP,2 in 1 Convertible,13.3,1.29,3840x2160,4K,1.6,Intel, Core i5 8250U,256,0,0,8,windows,79866.72
Dell,Notebook,15.6,2.02,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,2TB,0,16,linux,55890.72
Dell,Ultrabook,13.3,1.23,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,74538.72
Lenovo,2 in 1 Convertible,13.9,1.4,3840x2160,4K,1.8,Intel, Core i7 8550U,512,0,0,16,windows,98514.72
Toshiba,Notebook,15.6,2.0,1366x768,HD,2.5,Intel, Core i5 7200U,128,0,0,8,windows,42251.04
Xiaomi,Notebook,15.6,1.95,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,no,63882.72
Dell,Notebook,17.3,2.77,1920x1080,Full HD,1.8,Intel, Core i7 8550U,512,0,0,16,windows,82530.72
Dell,Notebook,15.6,2.06,3840x2160,4K,2.8,Intel, Core i7 7700HQ,512,0,0,16,windows,127712.16
Lenovo,Gaming,15.6,2.4,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,256,0,0,8,no,41505.12
Acer,Ultrabook,13.3,1.12,1920x1080,Full HD,1.2,Intel, Core i5 7Y54,256,0,0,8,windows,52693.92
Dell,Notebook,17.3,2.8,1920x1080,Full HD,1.8,Intel, Core i7 8550U,128,1TB,0,8,windows,57808.8
Acer,Notebook,14,1.3,1920x1080,Full HD,1.1,Intel, Celeron Dual Core N3350,0,0,32,4,windows,13852.8
Xiaomi,Ultrabook,13.3,1.3,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,no,53274.672
Lenovo,Notebook,17.3,2.8,1600x900,HD,1.6,Intel, Core i5 8250U,256,0,0,8,no,37189.44
Dell,2 in 1 Convertible,13.3,1.62,1920x1080,Full HD,1.8,Intel, Core i7 8550U,0,1TB,0,8,windows,44701.92
HP,Notebook,17.3,2.5,1920x1080,Full HD,1.6,Intel, Core i5 8250U,0,1TB,0,8,windows,48697.92
Razer,Gaming,17.3,3.49,3840x2160,4K,2.9,Intel, Core i7 7820HK,0,0,0,32,windows,324954.72
HP,Notebook,13.3,1.49,1920x1080,Full HD,1.6,Intel, Core i5 8250U,512,0,0,8,windows,51095.52
HP,Gaming,17.3,3.35,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1TB,0,16,windows,73473.12
HP,Notebook,17.3,2.5,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,55677.6
Dell,Gaming,15.6,2.65,3840x2160,4K,2.8,Intel, Core i7 7700HQ,512,1TB,0,16,windows,98301.6
Lenovo,Notebook,15.6,2.1,1366x768,HD,2.3,Intel, Core i5 6200U,128,0,0,4,windows,26267.04
Acer,Notebook,15.6,2.23,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1TB,0,8,windows,39533.76
Lenovo,Gaming,15.6,3.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,1TB,0,16,windows,93186.72
Dell,Workstation,15.6,2.8,3840x2160,4K,3,Intel, Xeon E3-1505M V6,256,1TB,0,16,windows,162770.4
Lenovo,Gaming,15.6,2.4,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,0,0,16,no,74485.44
Dell,Notebook,15.6,2.3,1366x768,HD,2.4,Intel, Core i3 7100U,0,1TB,0,6,windows,23389.92
Dell,Ultrabook,13.3,1.21,3840x2160,4K,1.8,Intel, Core i7 8550U,256,0,0,8,windows,103842.72
Dell,Ultrabook,13.3,?,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,77202.72
Acer,Notebook,15.6,2.4,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1TB,0,8,linux,41505.12
Asus,Gaming,17.3,2.9,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1TB,0,16,windows,74964.96
HP,Notebook,15.6,2.1,1920x1080,Full HD,2,Intel, Core i3 6006U,0,500,0,4,no,18594.72
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,no,29250.72
Huawei,Ultrabook,13,1.05,2160x1440,Full HD,2.7,Intel, Core i7 7500U,512,0,0,8,windows,79866.72
Dell,Ultrabook,13.3,1.4,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,49650.5664
Lenovo,Notebook,17.3,2.8,1600x900,HD,2.5,Intel, Core i5 7200U,0,1TB,0,8,no,31381.92
HP,Notebook,14,1.63,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,54931.68
Dell,Ultrabook,14,1.6,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,61218.72
Dell,2 in 1 Convertible,13.3,1.62,1920x1080,Full HD,1.8,Intel, Core i7 8550U,512,0,0,16,windows,68145.12
Dell,Notebook,15.6,2.2,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,linux,36089.208
Lenovo,2 in 1 Convertible,14,1.74,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,47898.72
Toshiba,Ultrabook,13.3,1.2,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,72620.64
HP,Notebook,15.6,2.1,1920x1080,Full HD,1.6,Intel, Core i5 8250U,0,1TB,0,8,windows,42304.32
Dell,Gaming,17.3,4.42,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1TB,0,16,windows,130873.7952
Acer,Notebook,15.6,2.2,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,44328.96
Dell,Notebook,15.6,2.3,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1TB,0,16,windows,45768.0528
Asus,Notebook,15.6,2,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,40972.32
Asus,Notebook,17.3,2.69,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,500,0,8,windows,47472.48
HP,Notebook,15.6,1.9,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1TB,0,8,windows,67612.32
Asus,Notebook,15.6,2.37,1366x768,HD,2.4,Intel, Core i3 7100U,0,1TB,0,4,windows,21258.1872
HP,Notebook,15.6,2.1,1366x768,HD,1.5,AMD, E-Series 9000e,0,500,0,4,windows,17582.4
